code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VVECMO sweep 0, 100%, flow 3.8, Vent VC TV 330, rate 30, peep 8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80 sweep 4,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Peep 10, FIO2 35% RATE 14",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 80% 2L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 10/5 FiO2 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 75 Fio2 45 lpm,1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"1,060",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"pc 10/+14 80%, rate:12",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,55% PC 26/8 RR 20,1
CHOL//2093-3,Cholesterol [Mass/volume] in Serum or Plasma,mg/dL,Number,<21,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"52% vent; ECMO 70%, sweep 3",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ecmo 100%, sweep 7, vent 80%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L/35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 320 rr 32 +10 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PEEP 8 Rate 16,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,,01/22/15: SUCEPTIBILITIES REPEATED ON ENTEROCOCCUS,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo s1 fio2 100 / room air,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"77% VC 400, PEEP 12, RR 30",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% vent,1
IGASER//2458-8,IgA [Mass/volume] in Serum or Plasma,mg/dL,Number,<28,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AEROSOL 28%/8L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% 12L,1
IGFBP3//2483-6,Insulin-like growth factor binding protein 3 [Mass/volume] in Serum or Plasma,mg/L,,SEE NOTE,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40%/50L VVECMO sweep 1 fio2 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 1.5 fio2 100% vent PC fio2 40% peep 10 rate 14,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,peep 10 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 70% 24 14 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 10/10, RR10, 40%, ECMO 100%/5.5L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TRACHE VC 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 18/5/30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60% 55L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 290 RR28 PEEP5 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO S 4.5/100% O2/F 3.5. 6 LNC,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Rothia mucilaginosa",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50 LITERS/ 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 440, R16, P5, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"AC 100%, PEEP 10;  VV 100%, Sw 12",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40% 10LPM / ECMO 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 8/8 40% fio2 VA ecmo sweep 2 fio2 90%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% vent, VA 100%, sweep 4, VV 100% sweep 4",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 80% on PEEP 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% Vent 21% ECMO,1
HGBA1C//4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,%,Number,8.2%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,15 L NRBM and 6 L O2 nasal canula,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/5 RR 14 FiO2 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ecmo sweep 3, 80%, vent 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70 % HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 18/5 R30 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,MV FiO2 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% PC 14/5 , 10 RR",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO flow: 3.3, fio2: 100%, sweep 3.5, PC 14/10, fio2: 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO2 60% PEEP 10,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Moderate Corynebacterium amycolatum,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30% 45 L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%20L hiflo,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC rate 30 10/10 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 300, R 16, P5, 30%",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"70,000 CFU/mL Meropenem-Resistant Acinetobacter Baumannii",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 10/5. 25%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35 % Peep 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 18; 18; 5; 70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+, VT400, RR12, PEEP10, 40%, ECMO 100%/0.5L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"V: 40%, S: 2, ECMO: 50%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 35 %,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% peep m5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"5LNC, E100 S8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 15/10 55%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40/60 ecmo sweep 4,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 peep 7,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VAECMO S:1.5 80%   HFNC 30/30,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,15L oxymask,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% VC 375 RR10 PEEP5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% VC375 RR10 PEEP5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hftc 40/40,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% vc 410 rr 26 peep8,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"30,000 CFU/mL Streptococcus canis",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, peep 12, rate 28",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Hifl 40/40,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% fio2 vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"65% VC 320, rate 24 peep 8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100/40/2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 450/16/10/70%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 30% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PC 15/5 RR 14 PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30L 45% HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO Sweep2 / 100%; Vent PS 7/5 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO Sweep 4/70%; VC 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 30 Liters,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 80% sweep 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC22 Tv350 PEEP8 30%,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Neisseria species, not gonorrhoeae or meningitidis",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,25% PC 18/5 rr16,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V40 E100 S2,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FiO2 = 50%, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% sweep 1 / 3 L NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70% VC 360, RR 15, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 280 16/5 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Blender 60% Sweep 0.55,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% FiO2 ETT;Mech. Vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 35%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50, peep 8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% vent 55% ecmo,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA 80% Sw 4,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% eCO2 25,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V50% ECMO 60% S1,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 40% 10/+5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 340; 35; 8; 80%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC24 Tv360 80% PEEP5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV 100% Sw 0; VC+ 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 5/5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 380/16/+8/60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% peep 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 430/30/12/40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Trach Vent PS16, 12/10, 25%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 70%/4L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC, Delta p 15, peep 5, fio2 30%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V 40%/ECMO 80% S3.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100%, 2 L NC",1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Rare Providencia stuartii,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, peep 12, rate 32",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PC 7/+5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, ECMO 100%, sweep 9",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 50%, Rate 20, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AC 30%/5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Trach PS 10/5 30%,1
OSMUR//2695-5,Osmolality of Urine,mosm/kg,,Test Not Performed,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 340/20/+5/30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ps 10/8 40%, ecmo 100% s=1.5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO s:1, 100% HFNC 40%20L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% Peep 5 PS 7 RR 22,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,95% Trach Collar/ 100% ECMO/Sweep 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 25%/50L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 60L / 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 40% ECMO 100% S1.5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% VC 24/300/+18,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40vent, 100% ECMO, sweep 2",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/RR 16,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 90%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"75% VC 430, RR 20, PEEP 10",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% sweep 3; vent 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 18/12/5/60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5/ 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60% 60lpm,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 50%, VV ECMO sweep 3 100% flow 4.8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,High Flow 50%/40L,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Gram Positive Cocci in Pairs",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%+ 10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 35 400 8 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 40%/30L. VV ECMo FiO2 @ 100%, Sweep 1.",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO SWEEP 0 100% 3L NC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO %60 s1 vent 30%,1
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,300 ++,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%. Peep 7,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,trach/vent fio2 30%,1
VITAMINC//1903-4,Ascorbate [Mass/volume] in Serum or Plasma,mg/dL,,SEE NOTE,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 420 peep 5 rate16,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,13 lpm 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 16/11 R20 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% p10,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"t-tube, 40% 10L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% MV; ECMO 100%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO fio2: 100%, sweep 2, HiFl 30/20",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50% VC 410, RR 22, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO, sweep 1.5, 100%, NC 2L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 490, 26, 10, 70%",1
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,"294,000",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% VC 380 R 16 +8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 26, 410, 10, 0.6",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC+ ET 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% FiO2/20L on HFNC,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,68%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,high flow 80% \/ 40L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% FIO2 ON VENT,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"4L NC, VA ECMO 60%, sw 1",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO FiO2 @ 100%, Sweep 5. HFNC 35%/40L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30%/40L HFNC, ECMO 70% sweep 3",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,65% peep 8,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIOO2 OET /FIO2 30%  PS,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% PEEP 10 PRONE,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC PEEP 5, 40%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60%40L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 S3 V100,1
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<423,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40L60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V30% ECMO 100% S0.5,1
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Mycobacterium not tuberculosis,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo sweep 3,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO 55%/3,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 40%, PEEP 8",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 300/18/5/30%,1
BILICON//15152-2,Bilirubin.conjugated [Mass/volume] in Serum or Plasma,mg/dL,Number,<2.0,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 60 %- room air,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% Pressure Support,1
AST//1920-8,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,U/L,Number,<42,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 70% 10/+10, rate 18,",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA 100% 1.5L / HFNC 50L 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%; ECMO 90% S1,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28%6L Travh color,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 90%/Swp 0.5 Vent 50%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% VC 390, PEEP 10, RR 22",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,simple mask 40% 8L,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV 100%, Sweep 0.5;  HFNC 50% 50L",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 2/7 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 18/50 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"SIMV/PC +PS, PC 14, Rate 18, PS 7, PEEP 7, 50% FiO2",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50%vent, 100% ecmo, 3s",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent Fio2: 30,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Few Citrobacter koseri,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ECMO sweep 3; 50% vent,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 30% ecmo 80% s1,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60L 50%,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"60,000 CFU/mL Streptococcus mitis/Streptococcus oralis",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 18/26/2/30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%V/60%ECMO/4,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent Fi02 60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% PC23/8 RR18,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"sweep 1.5, 70%, vent 30%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV 3.0, sweep 6, 100%, VA 2.6, sweep 4, 100%, vent 100%",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% PEEP=10,1
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Hafnia alvei",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% Fio2, PEEP 5",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, sweep 1; pt RA",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo100%sweep3/vent60%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIo2 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5 fio2 30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, S2, PS 5/5 40% (LEFT radial)",1
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<293,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 70%, Sweep 6",1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS12/7/30%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hiflow 30 liters 40%,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC fio2 30% PEEP 5,1
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO Sweep 3L 100% Vent 50%,1
