code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count,bucket
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5 Fi02 30%,1,free_text
ALDOSTERONE//1763-2,Aldosterone [Mass/volume] in Serum or Plasma,ng/dL,,Test Not Performed,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 2L/100%, Vent 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 410, R26, P12, 55%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VVECMO S5, 100%, PS 5/10 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"25% vent, 50% ecmo",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC Fi02 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ecmo sweep 1.5 fio2 80%, ps 10/5 55% fio2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,50 %,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC480 peep 10 rate14,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% 0.5 sweep,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Rooma air,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA S0.5-100 % RA,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%VC 310/22/+10,1,free_text
CURBC//5630-9,Copper [Mass/volume] in Red Blood Cells,,,0.70 mg/L,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 50% PEEP=10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,acvc r 12 tv 420 p 5 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,6L nasal cannula,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,67%,1,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Probable Staphylococcus aureus",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90% 45L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 80%/45L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,30% BIPAP,1,free_text
POSACONAZL//53731-6,Posaconazole [Mass/volume] in Serum or Plasma,,,1.50 mcg/mL,1,numeric_like
NA//2947-0,Sodium [Moles/volume] in Blood,mmol/L,,Test Not Performed,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 100%/ sweep 3/3 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% Sweep 3, PS 8/12 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 trach 60 ecmo,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FIO2 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% VC Tv 250 RR 32,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,3l nc post extubation,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"NC 1/2L, ECMO 100%/2L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2LNC100%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 40L HFTC,1,free_text
BSTREPGEN//11267-2,Streptococcus.beta-hemolytic [Presence] in Genital specimen by Organism specific culture,,,: NO STREPTOCOCCUS AGALACTIAE ISOLATED,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VVECMO 100%, sweep 2.5/2.5, bilevel 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO FiO2 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% VC 280/12 RR 34,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 30/30. E80, S5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ECMO/Sweep 15/ 100% VENT,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,5L simple face mask,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% VC 40 peep 5 rate16,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%, 6; vent 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% FiO2 Sweep 3,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50%VC+10,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC-28, 310, 70%, 10",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% peep +10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60 L/40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% VC300 RR 18 PEEP 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,50% 40L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO sweep 4 100%/HFNC 40 L 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV sweep 2, 100%, vent 80%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"e 1L 60%, v 50% 450 tv rr 18",1,free_text
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,"17,100",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 70% ECMO 6L x2 /100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 100%,ECMO 100% Sweep 6",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent PS  30% FIO2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30/30 VA 50% S.5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30L 100% iNO 20ppm,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HHFNC 50% 40L,1,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Salmonella group E/G,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,oet vent 30% FIO2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30%, 30L Hiflow NC",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28% 6 L/min trach collar,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"80% ECMO, 2 LPM sweep; Room air",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,12L 60%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 45% 50L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC f10, 12, 8, 0.3",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"V60%, E70%, S1",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%; PEEP 6,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 S3 NRB,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% bipap,1,free_text
FUCUL//580-1,Fungus identified in Specimen by Culture,,,RIGHT THUMB NAIL,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"10,000 CFU/mL Gram Positive Cocci",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100/100/S4 VV ECMO, S2 VA ECMO",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% 30 LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35L 50% HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent 100%, ecmo 100% sweep 4",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 30% peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ecmo + 3L NC,1,free_text
OSMOLALITY//2692-2,Osmolality of Serum or Plasma,mosm/kg,,Test Not Performed,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFTC 55L/40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 70% PEEP 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO Sweep 3, 100%, Trach 40/40",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 400 PEEP 5 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% 3L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70 fio2,1,numeric_like
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Many Kluyvera species,1,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Oligella urethralis",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 80% 70L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ecmo sweep 1.5, Fio2 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60l/100% 100% VV ecmo,1,free_text
PSASCN//2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma,ng/mL,,Test Not Performed,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% PC 14 rate 16 peep 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,T PIECE 40% 15L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 30%/ PEEP 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ac/vc vt 400 rr 14 peep 8 fio2 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%Vent/ 100%ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, 40 L/min",1,free_text
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Aerococcus sanguinicola,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC16 8/5 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% PEEp 5,1,free_text
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,"994,000",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PRVC 45%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50%30L ecmo 100%sweep5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,6L FM,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"80% PEEP 5, 20ppm",1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"70,000 CFU/mL Streptococcus anginosus group",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% PS Mechanical Ventilator 8/8,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"60,000 CFU/mL Gram Negative Rod",1,organism
CURBC//5630-9,Copper [Mass/volume] in Red Blood Cells,,,0.63 mg/L,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 60%/50L, VA ECMO flow 3, FiO2 100%, sweep 2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC15 R24 Peep 12 90%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"E 60% S 1L, V 50%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 10/15 100%, ECMO: S7 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,550% PEEP 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,8L/min,1,numeric_like
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"85,400",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,28%; 6L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hiflow 21% 30 liters,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC300/ 20 15 fio2 50,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC300/+12/32/70%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ps 7/5 @ 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,peep 10 fio2 40 rr 18,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Trichosporon asahii",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,peep 10 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,f28 Vt 300 PEEP 5 FiO2 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA sweep 2 80% / vent 40% peep 10,1,free_text
PIVKA2//34444-0,Acarboxyprothrombin [Mass/volume] in Serum or Plasma,ng/mL,,<0.1,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,75%P8,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA ECMO S1/60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 14/10 Rate 16 FiO2 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent 40% / ECMO 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50%, peep 5",1,free_text
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,cpy/mL,,"10,100",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% sweep 1.5 / VENt 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"35%, PEEP 8",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,1% NC,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,face tent,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% Peep 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40V/E80/S3,1,numeric_like
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,Fungus,1,units_as_values
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 340 RR 35 PEEP 8 80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100%, VV ECMO, sweep 5 and 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HiFl NC 40/50, ECMO Sweep 1, FiO2:40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 80% 3.5L / 5L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 60% PEEP 10 RR 16,1,free_text
SPECGRAVUR//2965-2,Specific gravity of Urine,,Number,>1.050,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 50% /1 . HFNC 30% 30L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,heated aerosol Fio2 28% 6 lpm,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,40% VENTILATOR,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PSV 0/8 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent 100% ecmo 100% 4L 4L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ETT 60%, ECMO 4.9, sweep 5, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 50L/100% + NRB,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30 LITERS,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 10/5, 50% ECMOS6100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HF50/50,1,units_as_values
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100%/ 8LPM ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% P5 R26,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO 100% SWEEP 15, tpiece 95%/30L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PEEP 40% RR 18,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 l,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% + PEEP 5 (simv),1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,C 2 LITERS,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Trach collar 40L / 28%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc 8/+10/18/50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC rate 15/480/30%/+5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L/min NC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ETT Vent, VC 360, Rate 12, PEEP 5, FiO2 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/10 24 80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 70% PEEP 10 Vt 310,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC R 26, Tv 400, PEEP 10, 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% 50L HFTC, 100% ECMO S15",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"BILEVEL 12, PH25PL0, 60% ECMO100%S1",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,V40% ECMO 100% S3,1,free_text
BRUCELLATLAB//19053-8,Brucella sp Ab [Titer] in Serum by Agglutination,,,1:20,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100 Fio2 via ETT,1,free_text
PHVEN//2746-6,pH of Venous blood,,Number,>7.80,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 10+/50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"E100% S5, V60%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% vent, 60% ecmo, s4",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% vent 60% ecmo,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC/25%/peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FIO2 25%, Rate 16, PEEP 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% PS 10/9,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC r 22, tv 570, FiO2 70%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% on vent,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 80% sweep 2/ NC 2L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 80% 10/14 RR 12,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% 60L HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35% PEEP8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40% 50 L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/+10 40% + VV ECMO 100% 7LPM,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<341,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent: PS 7/5 FiO2 @ 30%,1,free_text
FUCUL//580-1,Fungus identified in Specimen by Culture,,Category,Aureobasidium pullulans,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 100%50L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%/6, HFNC 30%/30L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC SIMV rate 4 peep 8 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"50% vent, 70% ECMO",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,BiPAP 40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC315/32/40%/8,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,CPAP 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%, peep 12",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PSV FIO2 30% PEEP 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"bipap 1005, vv ecmo S15, fIO2100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,P/S 10/5 35%,1,free_text
